image,path,set,width,height,x_com_norm,y_com_norm,dx,dy,d,lr_imbalance,tb_imbalance,q_tl,q_tr,q_bl,q_br,sym_lr,sym_tb,sym_rot180,sym_lr_diff,sym_tb_diff,sym_rot180_diff,neg_space_pct,neg_largest_region_pct,neg_largest_centroid_x_norm,neg_largest_centroid_y_norm,neg_method,neg_rule,qt_total_leaves,qt_blank_leaves,qt_blank_leaf_ratio,qt_largest_blank_leaf_area_pct,qt_largest_blank_leaf_depth,qt_largest_blank_rect_w_norm,qt_largest_blank_rect_h_norm,qt_largest_blank_rect_aspect,qt_largest_blank_rect_cx_norm,qt_largest_blank_rect_cy_norm,qt_blank_leaf_depth_mean,qt_blank_leaf_depth_std,qt_blank_leaf_depth_wmean,qt_blank_depth_entropy,qt_blank_depth_entropy_norm,qt_blank_depth_max,qt_max_depth,qt_min_size,qt_mask_method,qt_rule,qt_thr,qt_blank_percentile,rot_thirds_luma_mean,rot_intersections_luma_mean,rot_band_frac,rot_patch_frac,rot_thirds_sat_mean,rot_intersections_sat_mean,lines_edge_pct,lines_static_energy,lines_dynamic_energy,lines_dynamic_to_static,lines_edge_percentile,lines_angle_band_deg,detail_edge_density,detail_edge_percentile,z_d,z_detail_edge_density,z_dx,z_dy,z_lines_dynamic_energy,z_lines_dynamic_to_static,z_lines_edge_pct,z_lines_static_energy,z_lr_imbalance,z_neg_largest_centroid_x_norm,z_neg_largest_centroid_y_norm,z_neg_largest_region_pct,z_neg_space_pct,z_q_bl,z_q_br,z_q_tl,z_q_tr,z_qt_blank_depth_entropy_norm,z_qt_blank_leaf_depth_wmean,z_qt_blank_leaf_ratio,z_qt_largest_blank_leaf_area_pct,z_qt_largest_blank_rect_aspect,z_qt_largest_blank_rect_cx_norm,z_qt_largest_blank_rect_cy_norm,z_qt_largest_blank_rect_h_norm,z_qt_largest_blank_rect_w_norm,z_rot_intersections_luma_mean,z_rot_intersections_sat_mean,z_rot_thirds_luma_mean,z_rot_thirds_sat_mean,z_sym_lr,z_sym_rot180,z_sym_tb,z_tb_imbalance,z_x_com_norm,z_y_com_norm,score_weight_com,score_symmetry,score_negspace,score_composition,score_sym_neg,BalanceIndex,q1_weight_stability_1to7,q2_symmetry_equilibrium_1to7,q3_negative_space_support_1to7,q4_compositional_placement_1to7,q5_directional_dynamics_1to7,q6_overall_balance_1to7,pull_direction,pull_strength_1to7,rater_id,notes,QualBalanceIndex,BalanceIndex_comp,BalanceIndex_comp_z,QualBalanceIndex_z,BalanceGap_z,HybridBalanceIndex_z,HybridBalanceIndex_1to7
Feeding_around_the_clock.webp,data\real\images\Feeding_around_the_clock.webp,real,1100,1100,0.4940584839283105,0.5115328212502932,-0.0059415160716894,0.0115328212502932,0.0129733410970866,-0.0277977051457871,0.0570269107447866,0.2368371213153423,0.2346494427768088,0.2770617117930068,0.2514517435793864,0.8687523536483814,0.7863207720925296,0.7463090947559305,0.0870726853609085,0.1417596787214279,0.1683043390512466,0.4300388429752066,0.275194214876033,0.4615659127424522,0.4308281672529611,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),12427,435,0.0350044258469461,0.0039347107438016,4.0,0.0627272727272727,0.0627272727272727,0.9999999998550726,0.0931818181818181,0.9686363636363636,6.328735828399658,0.9684574604034424,4.638862133026123,1.5267898509701705,0.7633949254849475,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5639153718948364,0.3899266719818115,0.03,0.06,0.3994894027709961,0.5574532747268677,0.2,4517.009765625,1056.9420166015625,0.2339915279003117,80.0,15.0,0.2,80.0,-0.5830453694294411,-0.1600013824685549,-0.5758552027216723,0.7432828484959696,0.1186500949373396,-0.7554119233492216,-0.1600013824685549,1.3526152771145286,-0.7491397446379813,-0.1943544983099995,-0.0631003401627199,2.2825395696095763,3.295908438160967,1.1364324379971458,0.2544103296918299,-0.6053639828496505,-0.8696483612229745,0.5127785315572715,-1.8842616081053565,0.1578856360161693,0.9792863879937154,0.2920273708541475,-2.064649696971541,0.9551817969323348,1.3161243079305565,1.3138565598942442,-0.1619712572006623,0.313747948123328,1.101434474933362,-0.1317920605009522,-0.1189421940953449,0.3857526470908576,0.5329009231988268,0.7973527614150843,-0.5758552027216657,0.7432828484959697,-0.0258315124988532,0.2665704587314465,0.5307094196461051,0.1685855321245124,0.3986399391887758,0.1804646529381449,4,5,7,5,5,5,none,1,simulated_v2_cohesive,,5.166666666666667,0.1804646529381449,0.7253409983990267,1.9029242128595818,1.1775832144605551,1.3141326056293043,5.0
Finding_Time.webp,data\real\images\Finding_Time.webp,real,1000,741,0.4977864004572029,0.4794692467106395,-0.002213599542797,-0.0205307532893604,0.020649742215448,-0.0101012011701868,-0.0668490918459714,0.2701384923157472,0.2632860881252102,0.234912125528332,0.2316633285486822,0.8714095247641086,0.7589350769556191,0.7546805637764524,0.0785534679889679,0.1472619622945785,0.1498609632253646,0.2507692307692307,0.1703724696356275,0.5007112542179554,0.4663774598713652,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),13255,556,0.0419464353074311,0.0010364372469635,5.0,0.032,0.0323886639676113,1.3333333327777777,0.984,0.9838056680161944,6.442446231842041,0.8257961869239807,5.381437301635742,1.034086525286793,0.6524359565705631,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001119),0.0011192113161087,25.0,0.6216542720794678,0.5610793828964233,0.03,0.06,0.1768832504749298,0.2269854545593261,0.2,3252.7490234375,2287.742431640625,0.7033258376681978,80.0,15.0,0.2,80.0,-0.2703586106875011,-0.1600013824685549,-0.2537342045112961,-0.2443037207293431,0.9940826348124544,1.130157016155373,-0.1600013824685549,0.6808630477793381,-0.372703783346283,-0.0029766953486009,0.1060059085297214,1.0212589292542509,-0.3521407860106456,-0.149817046802779,-0.3501254983237535,0.4215336234513857,0.0905389411875348,0.2323243172302775,-0.5289836569350687,0.3810072370671812,-0.1693660111519882,2.4322820468708053,0.8313013777431849,1.0044709127787836,-0.0850238132683437,-0.100839044733796,1.110654161185861,-1.1129634308771108,1.6832419644477428,-1.314408850281373,-0.0946546295653993,0.4310094176971852,0.3797582912270161,-0.2864474387702512,-0.2537342045112895,-0.244303720729343,-0.1739505148884471,0.2387043597862673,0.3668708247712124,0.3168470864761306,0.3027875922787399,0.1485613879554744,5,4,4,5,3,7,none,1,simulated_v2_cohesive,,4.666666666666667,0.1485613879554744,0.6012085027487976,1.0882804773873136,0.48707197463851604,0.8447444900680556,5.0
Four_breasts_pink_purple_red_yellow.webp,data\real\images\Four_breasts_pink_purple_red_yellow.webp,real,750,775,0.4997833278434283,0.4828066062585894,-0.0002166721565716,-0.0171933937414105,0.0171947589448241,0.0063403778024371,-0.0376771171179922,0.2542066806261979,0.2646319212997455,0.2426231521560571,0.238538267601473,0.8551210714901678,0.7298063629474467,0.7251612480736382,0.0898056030273437,0.1674840003252029,0.1703633517026901,0.2500008602150537,0.0570064516129032,0.0835255771842462,0.4958779966607768,low_gradient,blank = grad_mag <= P25.0 (thr=0.002990),15247,680,0.0445989374959008,0.0009909677419354,5.0,0.032,0.0309677419354838,0.9999999995833332,0.608,0.0464516129032258,6.686764717102051,0.5004128813743591,6.202298164367676,1.4030778112405913,0.8852435376873375,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002990),0.0029898299835622,25.0,0.5790622234344482,0.4978766441345215,0.03,0.06,0.3582379817962646,0.4013773202896118,0.2000017204301075,2767.39501953125,1273.57421875,0.460206876776529,80.0,15.0,0.2000017204301075,80.0,-0.4110922049514801,-0.1566448520578666,-0.0811841385376645,-0.1415100829783484,0.2727342800158172,0.1534170853186995,-0.1566448520578666,0.4229750795294862,-0.022962298008461,-2.042557276032465,0.2463385211760853,-0.3428317322616407,-0.3677767522491461,0.0854949670544568,-0.1400961975239285,-0.0697476300392931,0.135664754970182,0.8207568512587065,0.969173937429714,0.4662607272059456,-0.1873866210410998,0.2920273691093735,-0.3910329058592345,-2.0412424208551405,-0.1506471993457132,-0.100839044733796,0.6407030197156697,-0.3600705800198793,1.2540621079525005,-0.3509442382095631,-0.2435373483494238,0.2714258492765087,0.2168685815861118,-0.0312196998316995,-0.0811841385376579,-0.1415100829783483,-0.0817587955783857,0.0815856941710655,-0.2176735804768008,0.1910652277985552,-0.0680439431528676,0.0137541630224339,5,5,4,5,3,4,none,1,simulated_v2_cohesive,,4.333333333333333,0.0137541630224339,0.0766867250652339,0.5451846537391336,0.4684979286738997,0.31093568940218375,4.0
Fourteen_Saints.webp,data\real\images\Fourteen_Saints.webp,real,500,632,0.5004784389495261,0.4876592656108172,0.0004784389495261,-0.0123407343891828,0.0123500052264273,0.0029096719401448,-0.0394103417637478,0.2561983205515771,0.2635068127483182,0.2423467683143934,0.2379480232217542,0.9110412589141365,0.8641013730156053,0.8583904451804596,0.0585210286080837,0.0894001796841621,0.0931570827960968,0.3334841772151898,0.2989208860759493,0.5218753109814841,0.4551786985204618,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),2389,308,0.1289242360820427,0.0040506329113924,4.0,0.064,0.0632911392405063,0.7999999998,0.968,0.9683544303797468,5.49350643157959,0.7047773003578186,4.62204122543335,1.425746383008748,0.8995458140868332,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5519551634788513,0.3950579464435577,0.03,0.06,0.1385444104671478,0.1858345419168472,0.2,2888.193359375,1701.275634765625,0.5890449229229887,80.0,15.0,0.2,80.0,-0.6084360271085777,-0.1600013824685549,-0.021121129715448,0.0079561343755162,0.5769458583965886,0.6710289730163387,-0.1600013824685549,0.4871600624070091,-0.0959394838391602,0.1004923390878241,0.0527339477517241,2.5680336813122224,1.3310680551111682,0.0770607543977834,-0.1581281558324233,-0.0083324326901908,0.0979398423007475,0.8569065535311117,-1.9149615374092723,3.1765416245082854,1.025229007302264,-0.9921254366913836,0.7792871529090394,0.9542657205851012,1.3421657296675582,1.3724534192575355,-0.1238170832244536,-1.2906221066704529,0.9809171320272488,-1.5180876589137864,0.2675946418139613,0.9916725821674518,0.967855226244963,-0.0463838089307136,-0.0211211297154413,0.0079561343755163,-0.0698681183983992,0.7423741500754587,0.8193915582248599,-0.0596086208776241,0.7808828541501593,0.2171353716247119,5,5,5,3,4,5,none,1,simulated_v2_cohesive,,4.5,0.2171353716247119,0.8680231919088027,0.8167325655632236,-0.05129062634557913,0.8423778787360132,5.0
Fuchsia_Brain.webp,data\real\images\Fuchsia_Brain.webp,real,500,632,0.5003408754339165,0.4994060095240105,0.0003408754339164,-0.0005939904759895,0.000684850894001,0.0035576860638613,0.0056102844588939,0.2472294796389857,0.2499653327853087,0.2509917453484714,0.2518133968809755,0.9768085657376878,0.8975084573317109,0.89553036211834,0.0126441344618797,0.0558791160583496,0.0569575875997543,0.3390284810126582,0.3001930379746835,0.5177893338674482,0.4551381741893102,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),2401,266,0.1107871720116618,0.0040506329113924,4.0,0.064,0.0632911392405063,0.7999999998,0.968,0.9683544303797468,5.443609237670898,0.7698602676391602,4.486682891845703,1.2658465752205523,0.7986602677629342,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.3952149748802185,0.1551792621612548,0.03,0.06,0.5153932571411133,0.8198808431625366,0.2000126582278481,1256.974365234375,254.66790771484372,0.2026038992969697,80.0,15.0,0.2000126582278481,80.0,-1.0835987032363634,-0.1353053913138084,-0.0330076879637579,0.3697662783584277,-0.451984146193018,-0.8815129484552646,-0.1353053913138084,-0.3795717432107909,-0.082155076482309,0.0805163906464471,0.0525411754877191,2.583341006693848,1.443891934842035,0.3408734804911197,0.2654588334649451,-0.284900063023577,-0.3561062569590568,0.6019134068928257,-2.1620047631637425,2.5936022325666555,1.025229007302264,-0.9921254366913836,0.7792871529090394,0.9542657205851012,1.3421657296675582,1.3724534192575355,-1.9074622812200412,1.44671271867426,-0.598479346654801,0.483958415236405,0.868733085244845,1.1924536753155377,1.1546698677246017,0.3475049402385998,-0.0330076879637512,0.3697662783584278,-0.0163096058833904,1.0719522094283278,0.7442366905381465,-0.2843277904945408,0.9080944499832372,0.2024856845351019,5,5,5,5,5,5,none,1,simulated_v2_cohesive,,5.0,0.2024856845351019,0.811022686790721,1.6313763010354918,0.8203536142447708,1.2211994939131063,5.0
Full_Bodied.webp,data\real\images\Full_Bodied.webp,real,2500,2982,0.5001841265252494,0.4963039079137867,0.0001841265252493,-0.0036960920862132,0.0037006755176681,-9.778782023521772e-05,-0.0325898688635269,0.2586215524709461,0.2576735145844433,0.2414274740627974,0.2422776136093767,0.9750352876240832,0.8739857878166164,0.8731820484013194,0.0189373530447483,0.0955899506807327,0.0961996391415596,0.5319891348088531,0.3684053655264923,0.4992183569989317,0.4714602251517324,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),10897,715,0.0656143892814536,0.0039381623071763,4.0,0.0628,0.0627095908786049,0.839572192468472,0.9686,0.9686452045606976,6.363636493682861,0.977691411972046,4.600823879241943,1.4667300612486995,0.7333650306242175,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.6877432465553284,0.4926721155643463,0.03,0.06,0.1984151750802993,0.3634316623210907,0.2000009389671361,14844.45703125,8978.404296875,0.6048321119437341,80.0,15.0,0.2000009389671361,80.0,-0.960753581939482,-0.1581694732655718,-0.0465520134702208,0.2742187940054163,5.752955835177608,0.7344546221540023,-0.1581694732655718,6.840000507491575,-0.1599134759624471,-0.0102753260171497,0.1301843747167561,3.4041142916392,5.3705471817338495,0.0490072937998608,-0.0258592244456251,0.066391549619187,-0.0976507640703261,0.4368765053228113,-1.9536854305464488,1.141713746377615,0.9806543218879878,-0.7380417251815937,0.78123768634032,0.9552105234535232,1.315307695368114,1.3172049518578606,0.6020041564973815,-0.5238913780022698,2.349189188960605,-1.200018410969844,0.8525246422285875,1.0716370653692946,1.023129532431471,0.013289006949846,-0.0465520134702142,0.2742187940054164,-0.0600141486344171,0.982430413343118,1.0100806766886803,1.5820395083086571,0.9962555450158992,0.8394269682300464,6,5,7,5,3,7,none,1,simulated_v2_cohesive,,5.5,0.8394269682300464,3.2892991632159827,2.4460200365077602,-0.8432791267082225,2.8676595998618715,7.0
Fully_Dilated.webp,data\real\images\Fully_Dilated.webp,real,1100,1034,0.4985952142331695,0.4615218508861322,-0.0014047857668304,-0.0384781491138678,0.0385037839994946,-0.0048097057585086,-0.1312591407136905,0.2853343900452181,0.2802952458717038,0.2170704628340362,0.2172999668091185,0.9456000850828744,0.6973142709751505,0.6934363031454933,0.0341969057917594,0.1902744770050048,0.1927122473716735,0.2818735713029717,0.1520212765957447,0.2952454075948515,0.261363411236552,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),8200,581,0.0708536585365853,0.0039432037981361,4.0,0.0627272727272727,0.0628626692456479,1.061538461375148,0.9686363636363636,0.7180851063829787,6.406196117401123,0.8821598291397095,4.729959964752197,1.6076039135362308,0.8038019567679705,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5548255443572998,0.4821276664733886,0.03,0.06,0.2096773833036422,0.2792541980743408,0.2000008791981712,4069.3232421875,3237.47314453125,0.7955802357895173,80.0,15.0,0.2000008791981712,80.0,0.4568991719397354,-0.1582860815179465,-0.1838464001944735,-0.7970994499433017,1.6695984698935276,1.5007926675661567,-0.1582860815179465,1.1147415457494996,-0.2601443103163496,-1.0074794235963662,-0.8692359075601589,0.8004459247050235,0.2808173821707481,-0.6942786057942906,-0.788926017154669,0.8901218687761581,0.6608563472307764,0.6149092770268916,-1.7179984633668397,1.3101079485457965,0.9826523806262188,0.687151311410532,0.7813559004876702,0.141073935753445,1.3223774152777392,1.3138565598942442,0.5235997078367337,-0.8873063272561899,1.00984059761977,-1.1401868366959471,0.5834755859069048,0.0999184887891462,0.0351706382609113,-0.8499756637437398,-0.1838464001944668,-0.7970994499433016,-0.2315762644852657,0.2395215709856541,0.3569257108749957,0.3860564068530731,0.2982236409303249,0.1509012610993774,3,4,4,3,3,5,up,3,simulated_v2_cohesive,,3.6666666666666665,0.1509012610993774,0.6103127211733193,-0.5410069935572239,-1.1513197147305432,0.03465286380804766,4.0
Green_Brain.webp,data\real\images\Green_Brain.webp,real,500,636,0.4985699327530091,0.4960236008569871,-0.0014300672469908,-0.0039763991430128,0.0042257357318542,-0.0005828077651851,-0.002722607998801,0.2503721541377974,0.2509891498616031,0.24991923162717,0.2487194643734294,0.981860749778045,0.9239206542489125,0.922273709797404,0.0122984675690531,0.0515820309519767,0.0526986643671989,0.2513490566037736,0.1171320754716981,0.4979546284364261,0.4627078031457347,low_gradient,blank = grad_mag <= P25.0 (thr=0.000569),3817,162,0.04244170814776,0.0010062893081761,5.0,0.032,0.0314465408805031,0.7999999996,0.984,0.9528301886792452,5.611111164093018,0.487498015165329,5.27389669418335,0.8470006704726412,0.8470006704720301,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000569),0.0005686283111572,25.0,0.617155909538269,0.5381093621253967,0.03,0.06,0.4753207564353943,0.7502194046974182,0.2,1280.41552734375,195.91036987304688,0.1530053062367473,80.0,15.0,0.2,80.0,-0.9393660366579452,-0.1600013824685549,-0.1860309168172004,0.2655850877350172,-0.4937766740156706,-1.0807772352783085,-0.1600013824685549,-0.3671165174968812,-0.1702307086471972,-0.0164535732035548,0.0885495307187296,0.3806372882975788,-0.3403416129113677,0.3081443283518253,0.1709392346303997,-0.1879909922176384,-0.3217776495160831,0.7240961361906324,-0.7252566004655949,0.3969256926268107,-0.1813143321973608,-0.9921254379755364,0.8313013777431849,0.9038233187158576,-0.1285345096188933,-0.100839044733796,0.9398579632298796,1.145967045811662,1.6379141004141116,0.2710693658805643,0.9149119877517532,1.33703015862924,1.302368632785575,0.2745998551140131,-0.1860309168171937,0.2655850877350173,-0.064233966100635,1.1847702597221894,0.0646514025528223,0.192570587067583,0.6247108311375058,0.2510158173681513,5,7,5,6,5,6,none,1,simulated_v2_cohesive,,5.666666666666667,0.2510158173681513,0.9998487052586054,2.7175679483318502,1.7177192430732449,1.8587083267952278,6.0
Heavy_Burden.webp,data\real\images\Heavy_Burden.webp,real,500,575,0.4983135301429412,0.4767806655352702,-0.0016864698570587,-0.0232193344647297,0.0232804998563982,0.0022569541399012,-0.1340058665393713,0.2821661613863899,0.2848367422411347,0.2167053319014983,0.2162917348288159,0.933535547588288,0.6189204741489238,0.6102818720506058,0.0304650403559207,0.1746738702058792,0.1786335110664367,0.2500278260869565,0.1018852173913043,0.4724167690837088,0.4856306218050335,low_gradient,blank = grad_mag <= P25.0 (thr=0.001255),3928,224,0.0570264765784114,0.0010017391304347,5.0,0.032,0.0313043478260869,0.8888888883950616,0.984,0.9843478260869564,5.84375,0.3630921840667724,5.576673984527588,0.9829699747717672,0.982969974771058,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001255),0.0012553805718198,25.0,0.3990100622177124,0.3532909154891968,0.03,0.06,0.3700845539569855,0.4102358818054199,0.2,1382.002197265625,262.8785095214844,0.190215695777983,80.0,15.0,0.2,80.0,-0.1631986190324655,-0.1600013824685549,-0.2081860976155663,-0.3271144084704443,-0.4461441839167114,-0.9312830404462276,-0.1600013824685549,-0.3131394621999787,-0.1098239467209624,-0.1413057070984328,0.1975922594880859,0.1971775788742996,-0.367228009900326,-0.7054210514380563,-0.8197274913555225,0.7924247972073806,0.8131328130953216,1.0677651949685243,-0.172656132438963,0.8656915307790743,-0.1831176722150667,-0.4213908576037912,0.8313013777431849,1.0062325289536436,-0.1351015059047505,-0.100839044733796,-0.4343805850177436,-0.3218259772329235,-0.5602380530164636,-0.2880081738011522,0.4732010796135724,-0.3496204157610135,-0.4032126971341723,-0.8740069687379912,-0.2081860976155596,-0.3271144084704442,-0.1942928617413009,-0.0932106777605378,0.2033939646855143,-0.4016691378409234,0.0550916434624882,-0.1802901187065787,4,3,2,2,6,3,none,1,simulated_v2_cohesive,,3.3333333333333335,-0.1802901187065787,-0.6783206690294584,-1.0841028172054024,-0.40578214817594394,-0.8812117431174304,3.0
Horizon_on_my_pit_of_Hell.webp,data\real\images\Horizon_on_my_pit_of_Hell.webp,real,500,649,0.5028887692657603,0.5252161642044784,0.0028887692657603,0.0252161642044783,0.0253810938506995,0.0138372440611452,0.1776060284013041,0.2012454926950505,0.2099514931042974,0.2918359305250352,0.296967106300946,0.9488285879055428,0.4005448745447577,0.3992974338661685,0.0272256229072809,0.3189386129379272,0.3196023106575012,0.2535038520801232,0.0292419106317411,0.0198151543892928,0.4363852654951536,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),4024,98,0.0243538767395626,0.0009707241910631,5.0,0.03,0.0323574730354391,0.7142857139455782,0.015,0.7326656394453005,5.81632661819458,0.3872176706790924,5.534933567047119,0.9964759700085366,0.9964759700078176,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.001960776746273,25.0,0.5051594376564026,0.4909158945083618,0.03,0.06,0.444504052400589,0.5057483911514282,0.2000030816640986,1587.47900390625,546.922119140625,0.3445224269369163,80.0,15.0,0.2000030816640986,80.0,-0.0776340533742445,-0.153989107272206,0.1871501664535057,1.164741962698745,-0.2441122252288456,-0.311349714937454,-0.153989107272206,-0.2039614276920901,0.136509316309436,-2.354031394807751,-0.0366654952435828,-0.6769120125276965,-0.2964925753136623,1.5872869520382349,1.6449040831133963,-1.7028851099554594,-1.697771117313993,1.1019022577034188,-0.2488367938389964,-0.1844313231349955,-0.1954096055186084,-1.5424766406734174,-2.3188101137747523,0.188449976553793,-0.0864643248078719,-0.1929198237332543,0.588945575396282,0.0905251674314794,0.5093788160270927,0.1073526346880508,0.612985341668047,-1.4902176391409,-1.6243836009441066,1.8523082743568189,0.1871501664535124,1.164741962698745,0.4042275094071543,-0.8338719661389865,-0.5263921437782598,0.0254222901266781,-0.6801320549586232,-0.0834940851415969,4,3,4,4,4,3,none,1,simulated_v2_cohesive,,3.6666666666666665,-0.0834940851415969,-0.30169673345448683,-0.5410069935572239,-0.2393102601027371,-0.4213518635058554,4.0
Juggling_Act.webp,data\real\images\Juggling_Act.webp,real,500,564,0.5011162965355386,0.4573221909856534,0.0011162965355385,-0.0426778090143465,0.0426924056504233,0.0064666336752322,-0.1572677222295144,0.2865563709204691,0.292077490194288,0.2102102918600565,0.2111558062614699,0.9523921761553618,0.6669314533160854,0.6656314362682693,0.0323553048074245,0.2263605743646621,0.2272440940141677,0.3154858156028369,0.2093475177304964,0.5099955620299479,0.4848166331013797,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),3382,313,0.092548787699586,0.0040851063829787,4.0,0.064,0.0638297872340425,0.8888888886419752,0.968,0.9680851063829788,5.594249248504639,0.5164070129394531,5.175924301147461,1.2249567668298784,0.77286167103143,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.6277010440826416,0.5662001371383667,0.03,0.06,0.1695703268051147,0.2033334523439407,0.2000106382978723,1053.26416015625,419.4163513183594,0.3982062308587027,80.0,15.0,0.2000106382978723,80.0,0.6275164322197462,-0.1392462409662047,0.0339947294326727,-0.926452704300442,-0.3348033696333022,-0.0956729337546827,-0.1392462409662047,-0.4878111117470516,-0.020276612128931,0.0424133910346891,0.1937201549815208,1.4902310257045854,0.9648101695256064,-0.9036256519434968,-0.9766300438981006,0.9278034776121934,1.0559152395976918,0.5367061933808137,-0.9040665441828664,2.007406328994709,1.0388916364115266,-0.4213908560184172,0.7792871529090394,0.9533906150862238,1.3670424677576158,1.3724534192575355,1.1487301108730323,-1.215074978923532,1.7441724156268046,-1.353259467054999,0.645557906928657,-0.0503966445425615,-0.1347321025593373,-1.0775266442715017,0.0339947294326794,-0.926452704300442,-0.1956127047770846,0.1534763866089193,0.7246842426801987,-0.0969124240606822,0.439080314644559,0.048851728602264,4,4,5,4,4,4,up,3,simulated_v2_cohesive,,4.166666666666667,0.048851728602264,0.2132479331120727,0.27363674191504517,0.060388808802972455,0.24344233751355893,4.0
Let_down.webp,data\real\images\Let_down.webp,real,750,751,0.4963511856719381,0.4618931087647995,-0.0036488143280618,-0.0381068912352004,0.0382811834405895,-0.011163144240853,-0.138775678915797,0.2875509914026485,0.2818368233632725,0.2180306054097554,0.2125815798243235,0.95141731079217,0.7113359538870289,0.7050957033121572,0.0272906888276338,0.1621532440185547,0.1656586229801178,0.4000656901908566,0.1635934309809143,0.4806343259825201,0.5085930890548436,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),13453,838,0.0622909388240541,0.001022636484687,5.0,0.032,0.0319573901464713,0.9999999995833332,0.984,0.9840213049267644,6.612171649932861,0.7270398139953613,5.5399909019470215,1.206510593186617,0.7612234312403542,7.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.000000),0.0,25.0,0.5150642991065979,0.4833778440952301,0.03,0.06,0.2235408276319503,0.2923980951309204,0.2003586329338659,1952.574951171875,319.872802734375,0.1638210110914098,80.0,15.0,0.2003586329338659,80.0,0.4478318699338927,0.5396854827733003,-0.3777479305946793,-0.785664377592353,-0.4056058007181939,-1.0373247181527514,0.5396854827733003,-0.0099713682739882,-0.3952931920336975,-0.101130863152086,0.3068235946659935,0.9396893065027848,2.685969389286959,-0.6649786054194744,-0.9330726796501287,0.9584740885103316,0.7125454719546237,0.5072899737755846,-0.2396066245965276,1.0348954553208802,-0.1748355704314045,0.2920273691093735,0.8313013777431849,1.005171574615327,-0.1049416186298074,-0.100839044733796,0.5328955455161449,-0.8305608702082834,0.6091854031962018,-1.0665359431436534,0.6366472630953005,0.1629500543909014,0.113580823398226,-0.9157384058226608,-0.3777479305946726,-0.7856643775923529,-0.2833687335364701,0.3043927136281426,0.5293703322674205,-0.1253940873597692,0.4168815229477816,0.0027062340171807,3,5,7,4,5,5,up,3,simulated_v2_cohesive,,4.833333333333333,0.0027062340171807,0.03370030972706814,1.359828389211402,1.326128079484334,0.696764349469235,5.0
